order_id,weekday,date,time,items_ordered,order_total
6380,Friday,2015-04-17,20:05:48,2,37.5
6381,Friday,2015-04-17,20:07:59,4,70.5
6382,Friday,2015-04-17,20:10:12,2,35.25
6383,Friday,2015-04-17,20:35:48,4,58.25
6384,Friday,2015-04-17,20:59:30,2,28.75
6385,Friday,2015-04-17,21:09:58,1,20.75
6386,Friday,2015-04-17,21:11:36,2,33.95
6387,Friday,2015-04-17,21:36:59,4,74.75
6388,Friday,2015-04-17,22:34:23,2,31.25
6389,Friday,2015-04-17,22:50:37,4,65.0
6390,Saturday,2015-04-18,11:54:14,4,69.75
6391,Saturday,2015-04-18,11:58:00,2,37.25
6392,Saturday,2015-04-18,12:21:56,12,188.0
6393,Saturday,2015-04-18,12:28:51,1,16.0
6394,Saturday,2015-04-18,12:39:57,3,57.5
6395,Saturday,2015-04-18,12:41:39,2,32.5
6396,Saturday,2015-04-18,12:51:20,1,16.75
6397,Saturday,2015-04-18,12:59:57,1,12.0
6398,Saturday,2015-04-18,13:01:41,1,17.5
6399,Saturday,2015-04-18,13:02:33,1,16.25
6400,Saturday,2015-04-18,13:05:06,4,58.5
6401,Saturday,2015-04-18,13:06:26,2,24.0
6402,Saturday,2015-04-18,13:21:28,1,12.0
6403,Saturday,2015-04-18,13:24:53,1,20.75
6404,Saturday,2015-04-18,13:49:20,4,66.5
6405,Saturday,2015-04-18,14:36:34,1,20.75
6406,Saturday,2015-04-18,14:53:54,1,12.75
6407,Saturday,2015-04-18,15:04:00,2,24.5
6408,Saturday,2015-04-18,15:09:16,2,29.5
6409,Saturday,2015-04-18,15:37:42,1,12.0
6410,Saturday,2015-04-18,15:55:03,2,28.5
6411,Saturday,2015-04-18,16:15:28,2,32.5
6412,Saturday,2015-04-18,16:18:14,2,24.0
6413,Saturday,2015-04-18,16:18:57,2,38.0
6414,Saturday,2015-04-18,16:29:38,2,37.0
6415,Saturday,2015-04-18,16:51:50,4,69.25
6416,Saturday,2015-04-18,17:00:58,2,44.4
6417,Saturday,2015-04-18,17:02:17,1,12.0
6418,Saturday,2015-04-18,17:10:23,3,53.0
6419,Saturday,2015-04-18,17:12:20,3,46.45
6420,Saturday,2015-04-18,17:32:18,3,47.5
6421,Saturday,2015-04-18,17:35:51,5,93.95
6422,Saturday,2015-04-18,17:37:21,1,16.75
6423,Saturday,2015-04-18,17:42:38,4,72.75
6424,Saturday,2015-04-18,17:47:19,2,28.75
6425,Saturday,2015-04-18,17:48:43,1,20.75
6426,Saturday,2015-04-18,18:23:27,1,10.5
6427,Saturday,2015-04-18,18:25:04,3,54.5
6428,Saturday,2015-04-18,18:44:13,3,58.5
6429,Saturday,2015-04-18,18:47:41,4,61.75
6430,Saturday,2015-04-18,19:05:40,2,30.7
6431,Saturday,2015-04-18,19:16:07,3,47.75
6432,Saturday,2015-04-18,19:20:37,2,38.7
6433,Saturday,2015-04-18,19:23:36,2,37.25
6434,Saturday,2015-04-18,19:43:06,2,37.5
6435,Saturday,2015-04-18,19:44:55,1,25.5
6436,Saturday,2015-04-18,19:52:25,1,20.75
6437,Saturday,2015-04-18,19:53:57,1,12.25
6438,Saturday,2015-04-18,19:56:28,2,36.75
6439,Saturday,2015-04-18,20:05:03,1,20.5
6440,Saturday,2015-04-18,20:06:42,2,40.5
6441,Saturday,2015-04-18,20:36:44,1,16.0
6442,Saturday,2015-04-18,20:39:10,1,16.0
6443,Saturday,2015-04-18,20:41:51,3,41.25
6444,Saturday,2015-04-18,20:50:24,2,24.75
6445,Saturday,2015-04-18,20:56:07,2,28.25
6446,Saturday,2015-04-18,20:56:37,2,41.0
6447,Saturday,2015-04-18,20:57:04,2,39.25
6448,Saturday,2015-04-18,20:59:51,3,46.0
6449,Saturday,2015-04-18,21:13:20,1,12.0
6450,Saturday,2015-04-18,21:52:50,2,41.0
6451,Saturday,2015-04-18,22:38:12,2,37.0
6452,Sunday,2015-04-19,11:34:28,2,22.75
6453,Sunday,2015-04-19,11:48:16,1,20.25
6454,Sunday,2015-04-19,11:49:01,1,20.5
6455,Sunday,2015-04-19,12:04:37,1,16.0
6456,Sunday,2015-04-19,12:16:06,1,12.0
6457,Sunday,2015-04-19,12:49:21,4,70.0
6458,Sunday,2015-04-19,13:18:38,1,16.25
6459,Sunday,2015-04-19,13:44:48,3,53.0
6460,Sunday,2015-04-19,13:51:27,1,12.75
6461,Sunday,2015-04-19,13:53:56,1,16.75
6462,Sunday,2015-04-19,14:01:33,1,16.0
6463,Sunday,2015-04-19,14:21:48,8,140.0
6464,Sunday,2015-04-19,14:33:07,2,26.5
6465,Sunday,2015-04-19,15:01:12,2,22.5
6466,Sunday,2015-04-19,15:03:15,3,57.75
6467,Sunday,2015-04-19,15:05:11,2,33.5
6468,Sunday,2015-04-19,15:20:03,1,12.0
6469,Sunday,2015-04-19,15:21:55,1,16.75
6470,Sunday,2015-04-19,15:27:14,4,57.25
6471,Sunday,2015-04-19,15:34:13,1,14.75
6472,Sunday,2015-04-19,15:59:32,2,32.75
6473,Sunday,2015-04-19,16:17:45,1,10.5
6474,Sunday,2015-04-19,16:20:01,1,12.25
6475,Sunday,2015-04-19,16:32:26,3,59.5
6476,Sunday,2015-04-19,16:41:05,1,20.75
6477,Sunday,2015-04-19,17:01:39,1,20.5
6478,Sunday,2015-04-19,17:06:14,1,17.95
6479,Sunday,2015-04-19,17:06:48,2,40.5
6480,Sunday,2015-04-19,17:21:16,2,28.75
6481,Sunday,2015-04-19,17:32:22,2,29.5
6482,Sunday,2015-04-19,17:33:28,4,69.75
6483,Sunday,2015-04-19,17:55:53,1,12.0
6484,Sunday,2015-04-19,18:06:51,3,49.25
6485,Sunday,2015-04-19,18:12:04,1,20.75
6486,Sunday,2015-04-19,18:28:03,2,28.75
6487,Sunday,2015-04-19,18:28:15,2,35.0
6488,Sunday,2015-04-19,18:51:40,2,31.25
6489,Sunday,2015-04-19,18:55:07,2,26.5
6490,Sunday,2015-04-19,19:06:19,3,42.5
6491,Sunday,2015-04-19,19:06:38,1,16.5
6492,Sunday,2015-04-19,19:19:54,1,16.75
6493,Sunday,2015-04-19,19:23:16,1,12.5
6494,Sunday,2015-04-19,19:34:42,1,12.0
6495,Sunday,2015-04-19,19:45:58,4,68.75
6496,Sunday,2015-04-19,19:49:03,3,41.0
6497,Sunday,2015-04-19,19:56:40,2,32.0
6498,Sunday,2015-04-19,20:49:05,1,16.5
6499,Sunday,2015-04-19,21:14:12,1,16.75
6500,Sunday,2015-04-19,21:37:51,2,32.5
6501,Sunday,2015-04-19,22:18:10,1,16.75
6502,Monday,2015-04-20,11:43:35,2,33.25
6503,Monday,2015-04-20,11:48:35,1,16.0
6504,Monday,2015-04-20,11:52:59,1,20.25
6505,Monday,2015-04-20,11:59:36,1,12.0
6506,Monday,2015-04-20,12:14:07,2,36.75
6507,Monday,2015-04-20,12:15:37,2,32.75
6508,Monday,2015-04-20,12:18:07,2,32.5
6509,Monday,2015-04-20,12:22:24,1,12.75
6510,Monday,2015-04-20,12:26:56,4,69.5
6511,Monday,2015-04-20,12:27:25,1,12.0
6512,Monday,2015-04-20,12:29:01,5,81.75
6513,Monday,2015-04-20,12:39:42,1,16.75
6514,Monday,2015-04-20,12:41:43,1,16.75
6515,Monday,2015-04-20,12:43:03,3,49.5
6516,Monday,2015-04-20,12:46:50,4,71.0
6517,Monday,2015-04-20,12:48:28,5,73.25
6518,Monday,2015-04-20,12:50:00,4,72.5
6519,Monday,2015-04-20,12:57:19,3,44.0
6520,Monday,2015-04-20,12:59:51,2,30.0
6521,Monday,2015-04-20,13:01:34,2,34.75
6522,Monday,2015-04-20,13:14:21,1,18.5
6523,Monday,2015-04-20,13:15:19,3,45.5
6524,Monday,2015-04-20,13:39:53,1,16.5
6525,Monday,2015-04-20,13:55:30,1,20.75
6526,Monday,2015-04-20,13:58:18,14,210.25
6527,Monday,2015-04-20,14:32:05,1,20.25
6528,Monday,2015-04-20,15:00:57,1,12.0
6529,Monday,2015-04-20,15:01:00,1,25.5
6530,Monday,2015-04-20,15:02:16,2,28.0
6531,Monday,2015-04-20,15:14:43,2,31.25
6532,Monday,2015-04-20,15:23:04,1,23.65
6533,Monday,2015-04-20,15:45:51,1,20.75
6534,Monday,2015-04-20,15:46:47,2,27.75
6535,Monday,2015-04-20,16:01:28,3,46.7
6536,Monday,2015-04-20,16:04:24,1,20.75
6537,Monday,2015-04-20,16:39:18,1,16.0
6538,Monday,2015-04-20,16:54:20,1,16.0
6539,Monday,2015-04-20,16:54:26,1,14.75
6540,Monday,2015-04-20,17:20:35,1,16.75
6541,Monday,2015-04-20,17:32:58,1,12.5
6542,Monday,2015-04-20,17:33:09,2,27.5
6543,Monday,2015-04-20,17:37:59,2,38.45
6544,Monday,2015-04-20,17:38:07,3,56.5
6545,Monday,2015-04-20,17:43:43,2,30.25
6546,Monday,2015-04-20,17:49:55,2,24.0
6547,Monday,2015-04-20,17:50:47,1,16.5
6548,Monday,2015-04-20,17:55:03,1,12.0
6549,Monday,2015-04-20,18:07:00,2,25.25
6550,Monday,2015-04-20,18:14:45,2,27.25
6551,Monday,2015-04-20,18:34:05,1,12.0
6552,Monday,2015-04-20,18:34:43,4,67.75
6553,Monday,2015-04-20,18:38:03,2,32.75
6554,Monday,2015-04-20,18:43:08,4,62.15
6555,Monday,2015-04-20,18:47:24,4,78.25
6556,Monday,2015-04-20,18:50:27,1,12.0
6557,Monday,2015-04-20,18:56:57,2,33.25
6558,Monday,2015-04-20,19:10:59,1,16.5
6559,Monday,2015-04-20,19:16:53,1,20.5
6560,Monday,2015-04-20,19:26:26,2,32.75
6561,Monday,2015-04-20,19:42:52,2,37.0
6562,Monday,2015-04-20,19:56:27,3,56.25
6563,Monday,2015-04-20,20:02:47,3,58.0
6564,Monday,2015-04-20,20:06:00,3,49.0
6565,Monday,2015-04-20,20:13:39,1,12.0
6566,Monday,2015-04-20,20:43:34,1,16.75
6567,Monday,2015-04-20,20:44:30,2,32.25
6568,Monday,2015-04-20,21:05:57,3,55.25
6569,Monday,2015-04-20,21:07:39,2,28.0
6570,Monday,2015-04-20,21:24:18,3,46.5
6571,Monday,2015-04-20,21:30:23,2,30.75
6572,Tuesday,2015-04-21,11:20:15,1,20.75
6573,Tuesday,2015-04-21,11:21:00,1,16.5
6574,Tuesday,2015-04-21,11:40:50,1,16.75
6575,Tuesday,2015-04-21,11:44:09,1,20.75
6576,Tuesday,2015-04-21,12:00:19,3,54.75
6577,Tuesday,2015-04-21,12:03:12,1,16.5
6578,Tuesday,2015-04-21,12:07:46,3,48.0
6579,Tuesday,2015-04-21,12:19:53,3,55.75
6580,Tuesday,2015-04-21,12:25:55,1,20.75
6581,Tuesday,2015-04-21,12:26:29,4,57.5
6582,Tuesday,2015-04-21,12:30:58,3,53.75
6583,Tuesday,2015-04-21,12:48:33,3,61.0
6584,Tuesday,2015-04-21,12:56:37,3,54.45
6585,Tuesday,2015-04-21,13:00:35,3,41.25
6586,Tuesday,2015-04-21,13:15:34,3,37.5
6587,Tuesday,2015-04-21,13:18:01,1,20.75
6588,Tuesday,2015-04-21,13:21:50,12,198.0
6589,Tuesday,2015-04-21,13:33:22,1,20.75
6590,Tuesday,2015-04-21,13:39:06,1,16.0
6591,Tuesday,2015-04-21,13:46:19,1,12.0
6592,Tuesday,2015-04-21,14:25:55,11,189.75
6593,Tuesday,2015-04-21,14:29:19,3,37.5
6594,Tuesday,2015-04-21,14:29:24,1,16.5
6595,Tuesday,2015-04-21,14:31:29,2,30.7
6596,Tuesday,2015-04-21,14:50:58,1,16.5
6597,Tuesday,2015-04-21,15:26:47,4,65.5
6598,Tuesday,2015-04-21,15:39:46,1,16.25
6599,Tuesday,2015-04-21,15:45:21,2,24.0
6600,Tuesday,2015-04-21,16:04:52,2,37.5
6601,Tuesday,2015-04-21,16:23:27,1,16.5
6602,Tuesday,2015-04-21,16:25:21,2,29.25
6603,Tuesday,2015-04-21,16:30:47,1,16.75
6604,Tuesday,2015-04-21,16:42:53,1,12.0
6605,Tuesday,2015-04-21,16:54:55,2,35.9
6606,Tuesday,2015-04-21,16:56:18,1,12.5
6607,Tuesday,2015-04-21,16:57:26,2,38.45
6608,Tuesday,2015-04-21,17:23:24,2,32.75
6609,Tuesday,2015-04-21,17:35:24,3,57.75
6610,Tuesday,2015-04-21,17:48:52,1,16.0
6611,Tuesday,2015-04-21,18:06:39,3,41.75
6612,Tuesday,2015-04-21,18:22:56,1,17.5
6613,Tuesday,2015-04-21,18:43:11,1,16.0
6614,Tuesday,2015-04-21,18:47:47,1,20.75
6615,Tuesday,2015-04-21,18:48:51,1,20.75
6616,Tuesday,2015-04-21,18:51:16,2,41.25
6617,Tuesday,2015-04-21,18:58:21,2,32.75
6618,Tuesday,2015-04-21,19:01:22,2,31.5
6619,Tuesday,2015-04-21,19:05:18,2,29.25
6620,Tuesday,2015-04-21,19:13:18,2,28.75
6621,Tuesday,2015-04-21,19:21:51,3,58.25
6622,Tuesday,2015-04-21,19:22:52,2,23.0
6623,Tuesday,2015-04-21,19:32:03,1,20.75
6624,Tuesday,2015-04-21,19:47:05,1,20.25
6625,Tuesday,2015-04-21,19:57:01,2,33.95
6626,Tuesday,2015-04-21,20:02:44,1,16.5
6627,Tuesday,2015-04-21,20:04:22,1,16.0
6628,Tuesday,2015-04-21,20:25:05,3,41.0
6629,Tuesday,2015-04-21,20:27:45,3,54.0
6630,Tuesday,2015-04-21,20:35:02,2,29.25
6631,Tuesday,2015-04-21,21:22:18,2,29.95
6632,Tuesday,2015-04-21,21:45:38,1,12.0
6633,Tuesday,2015-04-21,22:14:53,2,32.5
6634,Wednesday,2015-04-22,11:27:55,1,16.75
6635,Wednesday,2015-04-22,11:31:21,4,66.0
6636,Wednesday,2015-04-22,11:45:43,1,16.0
6637,Wednesday,2015-04-22,11:47:18,1,12.5
6638,Wednesday,2015-04-22,11:48:30,3,53.25
6639,Wednesday,2015-04-22,11:55:56,12,182.5
6640,Wednesday,2015-04-22,12:01:17,1,16.5
6641,Wednesday,2015-04-22,12:03:04,1,12.5
6642,Wednesday,2015-04-22,12:04:37,4,53.5
6643,Wednesday,2015-04-22,12:24:35,2,37.5
6644,Wednesday,2015-04-22,12:40:39,1,18.5
6645,Wednesday,2015-04-22,12:50:12,2,35.25
6646,Wednesday,2015-04-22,13:06:46,1,16.0
6647,Wednesday,2015-04-22,13:11:30,2,36.75
6648,Wednesday,2015-04-22,13:18:06,1,20.5
6649,Wednesday,2015-04-22,13:30:53,3,45.25
6650,Wednesday,2015-04-22,13:42:37,1,18.5
6651,Wednesday,2015-04-22,13:54:08,1,18.5
6652,Wednesday,2015-04-22,13:59:33,2,41.25
6653,Wednesday,2015-04-22,14:11:55,3,54.0
6654,Wednesday,2015-04-22,14:13:48,1,12.0
6655,Wednesday,2015-04-22,14:17:26,1,14.75
6656,Wednesday,2015-04-22,14:44:46,5,83.25
6657,Wednesday,2015-04-22,15:16:59,2,34.45
6658,Wednesday,2015-04-22,15:41:01,4,74.25
6659,Wednesday,2015-04-22,15:46:58,3,43.5
6660,Wednesday,2015-04-22,15:48:29,4,62.7
6661,Wednesday,2015-04-22,16:03:48,3,49.75
6662,Wednesday,2015-04-22,16:11:12,1,20.75
6663,Wednesday,2015-04-22,16:14:26,4,65.5
6664,Wednesday,2015-04-22,16:32:47,3,40.0
6665,Wednesday,2015-04-22,16:48:22,3,51.25
6666,Wednesday,2015-04-22,16:48:33,2,38.25
6667,Wednesday,2015-04-22,17:01:16,2,38.25
6668,Wednesday,2015-04-22,17:19:13,2,44.4
6669,Wednesday,2015-04-22,17:39:27,1,20.75
6670,Wednesday,2015-04-22,17:51:54,1,12.0
6671,Wednesday,2015-04-22,18:03:12,3,48.5
6672,Wednesday,2015-04-22,18:16:54,2,24.0
6673,Wednesday,2015-04-22,18:22:52,3,44.25
6674,Wednesday,2015-04-22,18:31:51,2,36.75
6675,Wednesday,2015-04-22,18:42:45,1,17.95
6676,Wednesday,2015-04-22,18:43:09,1,12.0
6677,Wednesday,2015-04-22,18:45:57,2,28.75
6678,Wednesday,2015-04-22,18:47:00,1,9.75
6679,Wednesday,2015-04-22,18:50:18,2,33.25
6680,Wednesday,2015-04-22,18:51:46,2,37.25
6681,Wednesday,2015-04-22,18:51:56,1,20.75
6682,Wednesday,2015-04-22,19:07:05,3,49.25
6683,Wednesday,2015-04-22,19:18:45,3,54.45
6684,Wednesday,2015-04-22,20:03:53,1,12.0
6685,Wednesday,2015-04-22,20:03:59,4,69.5
6686,Wednesday,2015-04-22,20:35:02,3,45.75
6687,Wednesday,2015-04-22,20:36:12,1,20.25
6688,Wednesday,2015-04-22,20:38:05,2,25.75
6689,Wednesday,2015-04-22,20:45:55,2,32.5
6690,Wednesday,2015-04-22,21:12:45,4,61.0
6691,Wednesday,2015-04-22,21:30:57,1,16.0
6692,Wednesday,2015-04-22,21:44:17,1,16.5
6693,Thursday,2015-04-23,11:53:21,5,71.25
6694,Thursday,2015-04-23,11:53:48,3,61.75
6695,Thursday,2015-04-23,12:03:57,1,20.5
6696,Thursday,2015-04-23,12:09:28,4,64.25
6697,Thursday,2015-04-23,12:15:04,4,78.0
6698,Thursday,2015-04-23,12:22:50,1,20.75
6699,Thursday,2015-04-23,12:38:04,1,16.0
6700,Thursday,2015-04-23,12:51:44,10,171.9
6701,Thursday,2015-04-23,12:57:08,14,201.65
6702,Thursday,2015-04-23,13:06:58,1,20.5
6703,Thursday,2015-04-23,13:09:01,1,20.75
6704,Thursday,2015-04-23,13:19:22,1,16.0
6705,Thursday,2015-04-23,13:22:58,2,32.0
6706,Thursday,2015-04-23,13:27:55,1,16.75
6707,Thursday,2015-04-23,13:32:30,1,12.0
6708,Thursday,2015-04-23,13:57:44,1,20.75
6709,Thursday,2015-04-23,14:00:11,2,28.75
6710,Thursday,2015-04-23,14:17:27,2,27.5
6711,Thursday,2015-04-23,14:25:33,2,37.0
6712,Thursday,2015-04-23,14:46:32,1,12.0
6713,Thursday,2015-04-23,14:57:33,1,16.25
6714,Thursday,2015-04-23,15:09:11,1,12.0
6715,Thursday,2015-04-23,15:14:00,1,16.5
6716,Thursday,2015-04-23,15:43:44,3,40.5
6717,Thursday,2015-04-23,15:47:05,2,28.5
6718,Thursday,2015-04-23,16:04:14,2,32.75
6719,Thursday,2015-04-23,16:15:52,1,16.5
6720,Thursday,2015-04-23,16:18:07,3,49.0
6721,Thursday,2015-04-23,16:18:32,2,32.5
6722,Thursday,2015-04-23,16:40:34,2,31.25
6723,Thursday,2015-04-23,16:43:14,3,45.25
6724,Thursday,2015-04-23,16:53:20,3,70.65
6725,Thursday,2015-04-23,17:14:03,3,51.5
6726,Thursday,2015-04-23,17:20:52,4,73.75
6727,Thursday,2015-04-23,17:21:09,3,51.75
6728,Thursday,2015-04-23,17:31:49,2,30.7
6729,Thursday,2015-04-23,17:41:28,4,82.5
6730,Thursday,2015-04-23,17:43:10,2,32.25
6731,Thursday,2015-04-23,17:54:51,2,29.5
6732,Thursday,2015-04-23,17:55:42,4,77.5
6733,Thursday,2015-04-23,18:08:39,3,62.0
6734,Thursday,2015-04-23,18:33:33,1,20.75
6735,Thursday,2015-04-23,18:35:37,3,43.0
6736,Thursday,2015-04-23,18:39:46,2,32.75
6737,Thursday,2015-04-23,18:46:16,2,33.5
6738,Thursday,2015-04-23,18:46:57,3,48.5
6739,Thursday,2015-04-23,19:02:43,2,28.5
6740,Thursday,2015-04-23,19:04:17,3,57.75
6741,Thursday,2015-04-23,19:09:38,2,36.75
6742,Thursday,2015-04-23,19:26:46,1,16.0
6743,Thursday,2015-04-23,19:51:23,2,39.25
6744,Thursday,2015-04-23,19:51:49,4,68.0
6745,Thursday,2015-04-23,19:56:43,1,20.75
6746,Thursday,2015-04-23,20:04:16,2,41.25
6747,Thursday,2015-04-23,20:42:06,2,23.0
6748,Thursday,2015-04-23,21:19:08,4,66.5
6749,Thursday,2015-04-23,22:37:52,1,16.75
6750,Friday,2015-04-24,11:43:01,1,25.5
6751,Friday,2015-04-24,11:43:47,1,20.75
6752,Friday,2015-04-24,11:57:16,1,20.5
6753,Friday,2015-04-24,12:08:44,4,66.0
6754,Friday,2015-04-24,12:11:51,3,62.25
6755,Friday,2015-04-24,12:23:42,1,12.0
6756,Friday,2015-04-24,12:27:44,1,20.75
6757,Friday,2015-04-24,12:32:10,1,20.75
6758,Friday,2015-04-24,12:34:56,3,40.75
6759,Friday,2015-04-24,12:57:12,1,16.75
6760,Friday,2015-04-24,13:01:33,3,48.45
6761,Friday,2015-04-24,13:02:48,1,25.5
6762,Friday,2015-04-24,13:10:26,14,232.0
6763,Friday,2015-04-24,13:11:38,1,20.75
6764,Friday,2015-04-24,13:11:42,1,12.5
6765,Friday,2015-04-24,13:27:39,4,67.45
6766,Friday,2015-04-24,13:39:50,1,17.5
6767,Friday,2015-04-24,13:40:47,1,16.25
6768,Friday,2015-04-24,13:52:50,2,32.25
6769,Friday,2015-04-24,14:27:11,1,16.75
6770,Friday,2015-04-24,14:28:10,4,70.5
6771,Friday,2015-04-24,14:35:56,1,16.75
6772,Friday,2015-04-24,14:42:31,6,98.25
6773,Friday,2015-04-24,14:58:05,2,32.75
6774,Friday,2015-04-24,15:06:56,1,12.5
6775,Friday,2015-04-24,15:26:55,1,12.75
6776,Friday,2015-04-24,15:34:32,3,61.0
6777,Friday,2015-04-24,15:49:52,1,23.65
6778,Friday,2015-04-24,16:03:50,2,29.25
6779,Friday,2015-04-24,16:07:28,2,37.5
6780,Friday,2015-04-24,16:09:30,2,27.75
6781,Friday,2015-04-24,16:10:50,1,16.0
6782,Friday,2015-04-24,16:21:05,4,70.7
6783,Friday,2015-04-24,16:45:17,1,20.75
6784,Friday,2015-04-24,16:57:54,4,80.2
6785,Friday,2015-04-24,17:06:11,2,28.75
6786,Friday,2015-04-24,17:26:49,1,16.5
6787,Friday,2015-04-24,17:27:32,4,63.75
6788,Friday,2015-04-24,17:38:54,3,47.0
6789,Friday,2015-04-24,17:50:34,2,26.5
6790,Friday,2015-04-24,17:50:59,3,47.5
6791,Friday,2015-04-24,17:52:47,2,41.5
6792,Friday,2015-04-24,17:53:10,1,20.75
6793,Friday,2015-04-24,18:01:40,2,29.0
6794,Friday,2015-04-24,18:05:39,3,57.25
6795,Friday,2015-04-24,18:20:37,2,30.5
6796,Friday,2015-04-24,18:51:32,4,63.45
6797,Friday,2015-04-24,18:54:03,3,44.75
6798,Friday,2015-04-24,19:07:13,3,44.45
6799,Friday,2015-04-24,19:12:22,3,54.0
6800,Friday,2015-04-24,19:21:27,2,36.75
6801,Friday,2015-04-24,19:31:36,3,58.0
6802,Friday,2015-04-24,19:36:22,2,37.5
6803,Friday,2015-04-24,19:44:11,4,74.0
6804,Friday,2015-04-24,19:48:32,2,35.25
6805,Friday,2015-04-24,19:51:03,4,57.25
6806,Friday,2015-04-24,19:52:41,3,51.0
6807,Friday,2015-04-24,19:55:03,2,28.5
6808,Friday,2015-04-24,19:55:41,3,42.0
6809,Friday,2015-04-24,20:52:36,3,48.0
6810,Friday,2015-04-24,20:53:38,1,16.0
6811,Friday,2015-04-24,21:06:47,2,37.25
6812,Friday,2015-04-24,21:10:44,3,44.75
6813,Friday,2015-04-24,21:35:43,4,66.7
6814,Friday,2015-04-24,22:05:21,2,37.0
6815,Friday,2015-04-24,22:10:20,4,77.75
6816,Friday,2015-04-24,22:25:13,4,70.0
6817,Friday,2015-04-24,22:25:24,1,23.65
6818,Friday,2015-04-24,22:28:34,4,73.25
6819,Friday,2015-04-24,22:35:53,2,32.75
6820,Friday,2015-04-24,22:39:29,1,10.5
6821,Saturday,2015-04-25,12:05:36,1,12.0
6822,Saturday,2015-04-25,12:41:46,3,41.5
6823,Saturday,2015-04-25,12:52:56,1,10.5
6824,Saturday,2015-04-25,13:11:36,1,12.0
6825,Saturday,2015-04-25,13:14:37,2,32.5
6826,Saturday,2015-04-25,13:16:55,7,123.25
6827,Saturday,2015-04-25,13:18:30,4,66.0
6828,Saturday,2015-04-25,13:26:02,2,29.25
6829,Saturday,2015-04-25,13:37:32,1,10.5
6830,Saturday,2015-04-25,13:38:28,7,119.2
6831,Saturday,2015-04-25,13:44:04,2,46.25
6832,Saturday,2015-04-25,13:44:57,1,16.0
6833,Saturday,2015-04-25,13:53:12,2,37.5
6834,Saturday,2015-04-25,13:57:15,2,36.75
6835,Saturday,2015-04-25,14:14:15,1,20.25
6836,Saturday,2015-04-25,14:21:41,1,16.25
6837,Saturday,2015-04-25,14:55:34,2,41.25
6838,Saturday,2015-04-25,15:09:12,3,55.0
6839,Saturday,2015-04-25,15:24:38,4,63.75
6840,Saturday,2015-04-25,15:25:43,1,16.25
6841,Saturday,2015-04-25,15:43:12,1,20.75
6842,Saturday,2015-04-25,16:12:34,1,16.0
6843,Saturday,2015-04-25,16:25:28,3,43.25
6844,Saturday,2015-04-25,16:25:57,2,41.5
6845,Saturday,2015-04-25,16:54:25,1,12.25
6846,Saturday,2015-04-25,17:09:06,4,68.0
6847,Saturday,2015-04-25,17:11:39,3,49.5
6848,Saturday,2015-04-25,17:12:06,1,16.75
6849,Saturday,2015-04-25,17:28:17,3,45.5
6850,Saturday,2015-04-25,17:34:17,1,20.75
6851,Saturday,2015-04-25,17:49:10,2,33.0
6852,Saturday,2015-04-25,17:57:35,1,12.0
6853,Saturday,2015-04-25,18:02:22,2,29.0
6854,Saturday,2015-04-25,18:04:05,4,66.25
6855,Saturday,2015-04-25,18:06:25,1,12.25
6856,Saturday,2015-04-25,18:11:20,2,22.5
6857,Saturday,2015-04-25,18:27:47,3,54.0
6858,Saturday,2015-04-25,18:30:52,3,47.5
6859,Saturday,2015-04-25,18:32:56,1,12.0
6860,Saturday,2015-04-25,18:58:49,3,67.0
6861,Saturday,2015-04-25,18:59:20,1,12.0
6862,Saturday,2015-04-25,19:00:01,1,12.75
6863,Saturday,2015-04-25,19:18:10,1,14.75
6864,Saturday,2015-04-25,19:32:31,1,12.75
6865,Saturday,2015-04-25,19:34:26,1,12.5
6866,Saturday,2015-04-25,19:37:14,2,28.5
6867,Saturday,2015-04-25,19:43:36,2,36.25
6868,Saturday,2015-04-25,19:46:34,1,20.75
6869,Saturday,2015-04-25,20:12:51,2,33.25
6870,Saturday,2015-04-25,20:15:56,3,53.0
6871,Saturday,2015-04-25,20:18:21,2,28.5
6872,Saturday,2015-04-25,20:51:45,2,35.0
6873,Saturday,2015-04-25,20:56:19,3,62.25
6874,Saturday,2015-04-25,21:10:27,2,39.0
6875,Saturday,2015-04-25,21:30:16,2,28.75
6876,Saturday,2015-04-25,21:37:26,1,12.75
6877,Saturday,2015-04-25,21:40:44,1,20.75
6878,Saturday,2015-04-25,21:59:56,2,33.0
6879,Saturday,2015-04-25,22:12:34,1,14.75
6880,Saturday,2015-04-25,22:14:27,2,28.75
6881,Saturday,2015-04-25,22:49:13,2,32.75
6882,Saturday,2015-04-25,23:02:25,1,20.75
6883,Sunday,2015-04-26,11:37:59,1,12.25
6884,Sunday,2015-04-26,11:40:45,2,38.7
6885,Sunday,2015-04-26,11:52:16,3,49.5
6886,Sunday,2015-04-26,12:02:54,1,20.75
6887,Sunday,2015-04-26,12:08:01,1,10.5
6888,Sunday,2015-04-26,12:08:51,7,126.75
6889,Sunday,2015-04-26,12:46:53,4,62.65
6890,Sunday,2015-04-26,13:15:44,2,24.75
6891,Sunday,2015-04-26,13:27:48,1,20.75
6892,Sunday,2015-04-26,13:40:24,2,31.25
6893,Sunday,2015-04-26,13:43:18,2,33.75
6894,Sunday,2015-04-26,13:49:45,1,16.75
6895,Sunday,2015-04-26,14:01:20,4,53.0
6896,Sunday,2015-04-26,14:01:22,1,12.0
6897,Sunday,2015-04-26,14:09:28,2,37.0
